drug_id,name,normalized_name,source
drug:sofosbuvir,Sofosbuvir,sofosbuvir,ddinter
drug:coenzyme_m,Coenzyme M,coenzyme_m,ddinter
drug:trastuzumab,Trastuzumab,trastuzumab,ddinter
drug:sodium_glycerophosphate,Sodium glycerophosphate,sodium_glycerophosphate,ddinter
drug:citrus_bioflavonoids,Citrus bioflavonoids,citrus_bioflavonoids,ddinter
drug:chondroitin_sulfate,Chondroitin sulfate,chondroitin_sulfate,ddinter
drug:cranberry,Cranberry,cranberry,ddinter
drug:dextrothyroxine,Dextrothyroxine,dextrothyroxine,ddinter
drug:glucagon,Glucagon,glucagon,ddinter
drug:glucosamine,Glucosamine,glucosamine,ddinter
drug:levamisole,Levamisole,levamisole,ddinter
drug:papaya,Papaya,papaya,ddinter
drug:palifermin,Palifermin,palifermin,ddinter
drug:sacituzumab_govitecan,Sacituzumab govitecan,sacituzumab_govitecan,ddinter
drug:bromotheophylline,Bromotheophylline,bromotheophylline,ddinter
drug:trametinib,Trametinib,trametinib,ddinter
drug:pyrophosphoric_acid,Pyrophosphoric acid,pyrophosphoric_acid,ddinter
drug:cetylpyridinium_topical,Cetylpyridinium (topical),cetylpyridinium_topical,ddinter
drug:hyaluronic_acid,Hyaluronic acid,hyaluronic_acid,ddinter
drug:chloramphenicol_ophthalmic,Chloramphenicol (ophthalmic),chloramphenicol_ophthalmic,ddinter
drug:adapalene_topical,Adapalene (topical),adapalene_topical,ddinter
drug:azelaic_acid_topical,Azelaic acid (topical),azelaic_acid_topical,ddinter
drug:benzoyl_peroxide_topical,Benzoyl peroxide (topical),benzoyl_peroxide_topical,ddinter
drug:salicylic_acid_topical,Salicylic acid (topical),salicylic_acid_topical,ddinter
drug:octasulfur_topical,Octasulfur (topical),octasulfur_topical,ddinter
drug:tazarotene_topical,Tazarotene (topical),tazarotene_topical,ddinter
drug:tretinoin_topical,Tretinoin (topical),tretinoin_topical,ddinter
drug:trifarotene_topical,Trifarotene (topical),trifarotene_topical,ddinter
drug:bretylium,Bretylium,bretylium,ddinter
drug:bupivacaine_liposome,Bupivacaine (liposome),bupivacaine_liposome,ddinter
drug:tilmanocept,Tilmanocept,tilmanocept,ddinter
drug:acyclovir_topical,Acyclovir (topical),acyclovir_topical,ddinter
drug:resorcinol_topical,Resorcinol (topical),resorcinol_topical,ddinter
drug:fomepizole,Fomepizole,fomepizole,ddinter
drug:nifurtimox,Nifurtimox,nifurtimox,ddinter
drug:alitretinoin_topical,Alitretinoin (topical),alitretinoin_topical,ddinter
drug:bexarotene_topical,Bexarotene (topical),bexarotene_topical,ddinter
drug:rasburicase,Rasburicase,rasburicase,ddinter
drug:silver_nitrate_ophthalmic,Silver nitrate (ophthalmic),silver_nitrate_ophthalmic,ddinter
drug:silver_nitrate_topical,Silver nitrate (topical),silver_nitrate_topical,ddinter
drug:silver_sulfadiazine_topical,Silver sulfadiazine (topical),silver_sulfadiazine_topical,ddinter
drug:imiquimod_topical,Imiquimod (topical),imiquimod_topical,ddinter
drug:methoxsalen_topical,Methoxsalen (topical),methoxsalen_topical,ddinter
drug:trioxsalen,Trioxsalen,trioxsalen,ddinter
drug:diphenhydramine_topical,Diphenhydramine (topical),diphenhydramine_topical,ddinter
drug:azacitidine,Azacitidine,azacitidine,ddinter
drug:belantamab_mafodotin,Belantamab mafodotin,belantamab_mafodotin,ddinter
drug:potassium_iodide,Potassium Iodide,potassium_iodide,ddinter
drug:axicabtagene_ciloleucel,Axicabtagene ciloleucel,axicabtagene_ciloleucel,ddinter
drug:daratumumab,Daratumumab,daratumumab,ddinter
drug:decitabine,Decitabine,decitabine,ddinter
drug:trastuzumab_deruxtecan,Trastuzumab deruxtecan,trastuzumab_deruxtecan,ddinter
drug:isatuximab,Isatuximab,isatuximab,ddinter
drug:obinutuzumab,Obinutuzumab,obinutuzumab,ddinter
drug:ofatumumab,Ofatumumab,ofatumumab,ddinter
drug:selinexor,Selinexor,selinexor,ddinter
drug:tafasitamab,Tafasitamab,tafasitamab,ddinter
drug:tisagenlecleucel,Tisagenlecleucel,tisagenlecleucel,ddinter
drug:aflibercept,Aflibercept,aflibercept,ddinter
drug:clindamycin_topical,Clindamycin (topical),clindamycin_topical,ddinter
drug:histamine,Histamine,histamine,ddinter
drug:clioquinol_topical,Clioquinol (topical),clioquinol_topical,ddinter
drug:collagenase_clostridium_histolyticum_topical,Collagenase clostridium histolyticum (topical),collagenase_clostridium_histolyticum_topical,ddinter
drug:silver_topical,Silver (topical),silver_topical,ddinter
drug:thimerosal_topical,Thimerosal (topical),thimerosal_topical,ddinter
drug:medrysone_ophthalmic,Medrysone (ophthalmic),medrysone_ophthalmic,ddinter
drug:rimexolone_ophthalmic,Rimexolone (ophthalmic),rimexolone_ophthalmic,ddinter
drug:difluprednate_ophthalmic,Difluprednate (ophthalmic),difluprednate_ophthalmic,ddinter
drug:penciclovir_topical,Penciclovir (topical),penciclovir_topical,ddinter
drug:sulfacetamide_ophthalmic,Sulfacetamide (ophthalmic),sulfacetamide_ophthalmic,ddinter
drug:trifluridine,Trifluridine,trifluridine,ddinter
drug:ivermectin_topical,Ivermectin (topical),ivermectin_topical,ddinter
drug:iodine,Iodine,iodine,ddinter
drug:iodine_topical,Iodine (topical),iodine_topical,ddinter
drug:coal_tar_topical,Coal tar (topical),coal_tar_topical,ddinter
drug:hexachlorophene_topical,Hexachlorophene (topical),hexachlorophene_topical,ddinter
drug:chloramphenicol_otic,Chloramphenicol (otic),chloramphenicol_otic,ddinter
drug:sodium_zirconium_cyclosilicate,Sodium zirconium cyclosilicate,sodium_zirconium_cyclosilicate,ddinter
drug:benzalkonium_topical,Benzalkonium (topical),benzalkonium_topical,ddinter
drug:azelaic_acid,Azelaic acid,azelaic_acid,ddinter
drug:etelcalcetide,Etelcalcetide,etelcalcetide,ddinter
drug:chorionic_gonadotropin_human,Chorionic Gonadotropin (Human),chorionic_gonadotropin_human,ddinter
drug:ganirelix,Ganirelix,ganirelix,ddinter
drug:simethicone,Simethicone,simethicone,ddinter
drug:menotropins,Menotropins,menotropins,ddinter
drug:copper_oxodotreotide_cu_64,Copper oxodotreotide Cu-64,copper_oxodotreotide_cu_64,ddinter
drug:dotatate,Dotatate,dotatate,ddinter
drug:indium_in_111_pentetreotide,Indium In-111 pentetreotide,indium_in_111_pentetreotide,ddinter
drug:follitropin,Follitropin,follitropin,ddinter
drug:gonadorelin,Gonadorelin,gonadorelin,ddinter
drug:urofollitropin,Urofollitropin,urofollitropin,ddinter
drug:filgrastim,Filgrastim,filgrastim,ddinter
drug:samarium_153sm_lexidronam,Samarium (153Sm) lexidronam,samarium_153sm_lexidronam,ddinter
drug:sargramostim,Sargramostim,sargramostim,ddinter
drug:capromab_pendetide,Capromab pendetide,capromab_pendetide,ddinter
drug:gadobenic_acid,Gadobenic acid,gadobenic_acid,ddinter
drug:olaratumab,Olaratumab,olaratumab,ddinter
drug:metyrapone,Metyrapone,metyrapone,ddinter
drug:cytarabine_liposomal,Cytarabine (liposomal),cytarabine_liposomal,ddinter
drug:ethiodized_oil,Ethiodized oil,ethiodized_oil,ddinter
drug:iopanoic_acid,Iopanoic acid,iopanoic_acid,ddinter
drug:iopodic_acid,Iopodic acid,iopodic_acid,ddinter
drug:tyropanoic_acid,Tyropanoic acid,tyropanoic_acid,ddinter
drug:acetohydroxamic_acid,Acetohydroxamic acid,acetohydroxamic_acid,ddinter
drug:bevacizumab,Bevacizumab,bevacizumab,ddinter
drug:amrinone,Amrinone,amrinone,ddinter
drug:milrinone,Milrinone,milrinone,ddinter
drug:anidulafungin,Anidulafungin,anidulafungin,ddinter
drug:digoxin_immune_fab_ovine,Digoxin Immune Fab (Ovine),digoxin_immune_fab_ovine,ddinter
drug:eculizumab,Eculizumab,eculizumab,ddinter
drug:ravulizumab,Ravulizumab,ravulizumab,ddinter
drug:avelumab,Avelumab,avelumab,ddinter
drug:bazedoxifene,Bazedoxifene,bazedoxifene,ddinter
drug:clomifene,Clomifene,clomifene,ddinter
drug:oxygen,Oxygen,oxygen,ddinter
drug:levoleucovorin,Levoleucovorin,levoleucovorin,ddinter
drug:dexrazoxane,Dexrazoxane,dexrazoxane,ddinter
drug:factor_xiii_human,Factor XIII (human),factor_xiii_human,ddinter
drug:oprelvekin,Oprelvekin,oprelvekin,ddinter
drug:valrubicin,Valrubicin,valrubicin,ddinter
drug:edetate_calcium_disodium_anhydrous,Edetate calcium disodium anhydrous,edetate_calcium_disodium_anhydrous,ddinter
drug:edetate_disodium_anhydrous,Edetate disodium anhydrous,edetate_disodium_anhydrous,ddinter
drug:miltefosine,Miltefosine,miltefosine,ddinter
drug:human_immunoglobulin_g_subcutaneous,Human immunoglobulin G (subcutaneous),human_immunoglobulin_g_subcutaneous,ddinter
drug:dehydrocholic_acid,Dehydrocholic acid,dehydrocholic_acid,ddinter
drug:cedazuridine,Cedazuridine,cedazuridine,ddinter
drug:human_immunoglobulin_g_intramuscular,Human immunoglobulin G (intramuscular),human_immunoglobulin_g_intramuscular,ddinter
drug:dasabuvir,Dasabuvir,dasabuvir,ddinter
drug:pertuzumab,Pertuzumab,pertuzumab,ddinter
drug:lisocabtagene_maraleucel,Lisocabtagene maraleucel,lisocabtagene_maraleucel,ddinter
drug:glatiramer,Glatiramer,glatiramer,ddinter
drug:necitumumab,Necitumumab,necitumumab,ddinter
drug:glucarpidase,Glucarpidase,glucarpidase,ddinter
drug:hexaminolevulinate,Hexaminolevulinate,hexaminolevulinate,ddinter
drug:flax_seed,Flax seed,flax_seed,ddinter
drug:tivozanib,Tivozanib,tivozanib,ddinter
drug:pyrantel,Pyrantel,pyrantel,ddinter
drug:cyclopentolate_ophthalmic,Cyclopentolate (ophthalmic),cyclopentolate_ophthalmic,ddinter
drug:homatropine_ophthalmic,Homatropine (ophthalmic),homatropine_ophthalmic,ddinter
drug:tropicamide_ophthalmic,Tropicamide (ophthalmic),tropicamide_ophthalmic,ddinter
drug:benzonatate,Benzonatate,benzonatate,ddinter
drug:phenylephrine_otic,Phenylephrine (otic),phenylephrine_otic,ddinter
drug:gadobutrol,Gadobutrol,gadobutrol,ddinter
drug:gadofosveset_trisodium,Gadofosveset trisodium,gadofosveset_trisodium,ddinter
drug:gadopentetic_acid,Gadopentetic acid,gadopentetic_acid,ddinter
drug:gadoteric_acid,Gadoteric acid,gadoteric_acid,ddinter
drug:gadoteridol,Gadoteridol,gadoteridol,ddinter
drug:gadoxetic_acid,Gadoxetic acid,gadoxetic_acid,ddinter
drug:indium_in_111_pentetate,Indium In-111 pentetate,indium_in_111_pentetate,ddinter
drug:enfuvirtide,Enfuvirtide,enfuvirtide,ddinter
drug:sodium_cellulose_phosphate,Sodium cellulose phosphate,sodium_cellulose_phosphate,ddinter
drug:milk_thistle,Milk thistle,milk_thistle,ddinter
drug:dextrose_unspecified_form,"Dextrose, unspecified form",dextrose_unspecified_form,ddinter
drug:ferumoxides,Ferumoxides,ferumoxides,ddinter
drug:ferumoxsil,Ferumoxsil,ferumoxsil,ddinter
drug:tetrofosmin,Tetrofosmin,tetrofosmin,ddinter
drug:ergoloid_mesylate,Ergoloid mesylate,ergoloid_mesylate,ddinter
drug:sodium_iodide,Sodium iodide,sodium_iodide,ddinter
drug:norelgestromin,Norelgestromin,norelgestromin,ddinter
